School,Sport,Division,Conference,Roster URL 2024 (candidate),Method,Roster URL 2025 (known good),2025 Player Count,Status,Notes
Franciscan (OH),mens-soccer,NCAA D3,PAC,https://franciscanathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://franciscanathletics.com/sports/mens-soccer/roster/2025,43,todo,
Franciscan University of Steubenville,womens-soccer,NCAA D3,Presidents' Athletic Conference,https://franciscanathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://franciscanathletics.com/sports/womens-soccer/roster/2025,26,todo,
Franklin,mens-soccer,NCAA D3,HCAC,https://franklingrizzlies.com/sports/mens-soccer/roster/2024,year-swap (direct),https://franklingrizzlies.com/sports/mens-soccer/roster/2025,29,todo,
Franklin & Marshall,mens-soccer,NCAA D3,Centennial,https://godiplomats.com/sports/mens-soccer/roster/2024,year-swap (direct),https://godiplomats.com/sports/mens-soccer/roster/2025,25,todo,
Franklin & Marshall College,womens-soccer,NCAA D3,Centennial Conference,https://godiplomats.com/sports/womens-soccer/roster/2024,year-swap (direct),https://godiplomats.com/sports/womens-soccer/roster/2025,27,todo,
Franklin College,womens-soccer,NCAA D3,Heartland Collegiate Athletic Conference,https://franklingrizzlies.com/sports/womens-soccer/roster/2024,year-swap (direct),https://franklingrizzlies.com/sports/womens-soccer/roster/2025,30,todo,
Franklin Pierce,mens-soccer,NCAA D2,Northeast-10,https://fpuravens.com/sports/mens-soccer/roster/2024,year-swap (direct),https://fpuravens.com/sports/mens-soccer/roster/2025,48,todo,
Franklin Pierce,womens-soccer,NCAA D2,Northeast-10 Conference,https://fpuravens.com/sports/womens-soccer/roster/2024,year-swap (direct),https://fpuravens.com/sports/womens-soccer/roster/2025,52,todo,
Fredonia State,mens-soccer,NCAA D3,SUNYAC,https://fredoniabluedevils.com/sports/mens-soccer/roster/2024,year-swap (direct),https://fredoniabluedevils.com/sports/mens-soccer/roster/2025,26,todo,
Fresno Pacific,mens-soccer,NCAA D2,PacWest,https://www.fpusunbirds.com/sports/mens-soccer/roster/2024,year-swap (direct),https://www.fpusunbirds.com/sports/mens-soccer/roster/2025,44,todo,
Fresno Pacific,womens-soccer,NCAA D2,California Collegiate Athletic Association,https://fpusunbirds.com/sports/womens-soccer/roster/2024,year-swap (direct),https://fpusunbirds.com/sports/womens-soccer/roster/2025,35,todo,
Fresno State,womens-soccer,NCAA D1,Pac-12,https://gobulldogs.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251104220842/https://gobulldogs.com/sports/womens-soccer/roster,26,todo,
Frostburg State,mens-soccer,NCAA D2,ECAC,,no source URL recorded — discover from scratch,,41,todo,
Frostburg State,womens-soccer,NCAA D2,Mountain East Conference,https://frostburgsports.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://frostburgsports.com/sports/womens-soccer/roster,28,todo,
Furman,mens-soccer,NCAA D1,SoCon,https://furmanpaladins.com/sports/mens-soccer/roster/2024,year-swap (direct),https://furmanpaladins.com/sports/mens-soccer/roster/2025,29,todo,
Furman,womens-soccer,NCAA D1,Southern,https://furmanpaladins.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://furmanpaladins.com/sports/womens-soccer/roster,34,todo,
Gallaudet,mens-soccer,NCAA D3,CSAC,https://gallaudetbison.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gallaudetbison.com/sports/mens-soccer/roster/2025,21,todo,
Gannon,mens-soccer,NCAA D2,GLIAC,https://gannonsports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gannonsports.com/sports/mens-soccer/roster/2025,47,todo,
Gannon,womens-soccer,NCAA D2,Pennsylvania State Athletic Conference,https://gannonsports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gannonsports.com/sports/womens-soccer/roster/2025,43,todo,
Gardner-Webb,mens-soccer,NCAA D1,Big South,https://gwusports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gwusports.com/sports/mens-soccer/roster/2025,34,todo,
Gardner-Webb,womens-soccer,NCAA D1,Big South,https://gwusports.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251226223235/https://gwusports.com/sports/womens-soccer/roster,44,todo,
Geneva,mens-soccer,NCAA D3,PAC,https://athletics.geneva.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://athletics.geneva.edu/sports/mens-soccer/roster/2025,35,todo,
Geneva College,womens-soccer,NCAA D3,Presidents' Athletic Conference,https://athletics.geneva.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.geneva.edu/sports/womens-soccer/roster/2025,24,todo,
George Fox,mens-soccer,NCAA D3,NWC,https://athletics.georgefox.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://athletics.georgefox.edu/sports/mens-soccer/roster/2025,35,todo,
George Fox University,womens-soccer,NCAA D3,Northwest Conference,https://athletics.georgefox.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.georgefox.edu/sports/womens-soccer/roster/2025,27,todo,
George Mason,mens-soccer,NCAA D1,Atlantic 10,https://gomason.com/roster.aspx?rp_id=9088,no year in URL — check the site for a 2024 season selector,https://gomason.com/roster.aspx?rp_id=9088,23,todo,
George Mason,womens-soccer,NCAA D1,Atlantic 10,https://gomason.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://gomason.com/sports/womens-soccer/roster,19,todo,
George Washington,mens-soccer,NCAA D1,Atlantic 10,https://gwsports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gwsports.com/sports/mens-soccer/roster/2025,27,todo,
George Washington,womens-soccer,NCAA D1,Atlantic 10,https://gwsports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gwsports.com/sports/womens-soccer/roster/2025,24,todo,
Georgetown,mens-soccer,NCAA D1,Big East,https://guhoyas.com/sports/mens-soccer/roster/2024,year-swap (direct),https://guhoyas.com/sports/mens-soccer/roster/2025,29,todo,
Georgetown,womens-soccer,NCAA D1,Big East,https://guhoyas.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251113035150/https://guhoyas.com/sports/womens-soccer/roster,27,todo,
Georgia,womens-soccer,NCAA D1,SEC,https://georgiadogs.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251115094530/https://georgiadogs.com/sports/womens-soccer/roster,30,todo,
Georgia College,womens-soccer,NCAA D2,Peach Belt Conference,https://gcsubobcats.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gcsubobcats.com/sports/womens-soccer/roster/2025,28,todo,
Georgia Southern,mens-soccer,NCAA D1,Sun Belt,https://gseagles.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gseagles.com/sports/mens-soccer/roster/2025,30,todo,
Georgia Southern,womens-soccer,NCAA D1,Sun Belt,https://gseagles.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251116191809/https://gseagles.com/sports/womens-soccer/roster,26,todo,
Georgia Southwestern,mens-soccer,NCAA D2,Peach Belt,https://gswcanes.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gswcanes.com/sports/mens-soccer/roster/2025,32,todo,
Georgia Southwestern,womens-soccer,NCAA D2,Peach Belt Conference,https://gswcanes.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gswcanes.com/sports/womens-soccer/roster/2025,29,todo,
Georgia State,mens-soccer,NCAA D1,Sun Belt,https://georgiastatesports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://georgiastatesports.com/sports/mens-soccer/roster/2025,26,todo,
Georgia State,womens-soccer,NCAA D1,Sun Belt,https://georgiastatesports.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251219061835/https://georgiastatesports.com/sports/womens-soccer/roster,28,todo,
Georgian Court,mens-soccer,NCAA D2,CACC,https://gculions.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gculions.com/sports/mens-soccer/roster/2025,65,todo,
Georgian Court,womens-soccer,NCAA D2,Central Atlantic Collegiate Conference,https://gculions.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gculions.com/sports/womens-soccer/roster/2025,33,todo,
Gettysburg,mens-soccer,NCAA D3,Centennial,https://gettysburgsports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gettysburgsports.com/sports/mens-soccer/roster/2025,38,todo,
Gettysburg College,womens-soccer,NCAA D3,Centennial Conference,https://gettysburgsports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gettysburgsports.com/sports/womens-soccer/roster/2025,44,todo,
Goldey-Beacom,mens-soccer,NCAA D2,CACC,https://www.gbcathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://www.gbcathletics.com/sports/mens-soccer/roster/2025,32,todo,
Goldey-Beacom,womens-soccer,NCAA D2,Central Atlantic Collegiate Conference,https://gbcathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gbcathletics.com/sports/womens-soccer/roster/2025,27,todo,
Gonzaga,mens-soccer,NCAA D1,WCC,https://gozags.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gozags.com/sports/mens-soccer/roster/2025,28,todo,
Gonzaga,womens-soccer,NCAA D1,Pac-12,https://gozags.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251019134939/https://gozags.com/sports/womens-soccer/roster,28,todo,
Gordon,mens-soccer,NCAA D3,CCC,https://athletics.gordon.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://athletics.gordon.edu/sports/mens-soccer/roster/2025,28,todo,
Gordon College,womens-soccer,NCAA D3,Conference of New England,https://athletics.gordon.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.gordon.edu/sports/womens-soccer/roster/2025,25,todo,
Grace Christian,mens-soccer,NCAA D3,NEAC,https://gracetigers.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gracetigers.com/sports/mens-soccer/roster/2025,41,todo,
Grambling State,womens-soccer,NCAA D1,SWAC,https://gsutigers.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251025142547/https://gsutigers.com/sports/womens-soccer/roster,26,todo,
Grand Canyon,mens-soccer,NCAA D1,WAC,https://gculopes.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gculopes.com/sports/mens-soccer/roster/2025,30,todo,
Grand Canyon,womens-soccer,NCAA D1,Mountain West,,no source URL recorded — discover from scratch,,41,todo,
Grand Valley State,womens-soccer,NCAA D2,Great Lakes Intercollegiate Athletic Conference,https://gvsulakers.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gvsulakers.com/sports/womens-soccer/roster/2025,28,todo,
Green Bay,mens-soccer,NCAA D1,Horizon League,https://greenbayphoenix.com/sports/mens-soccer/roster/2024,year-swap (direct),https://greenbayphoenix.com/sports/mens-soccer/roster/2025,29,todo,
Green Bay,womens-soccer,NCAA D1,Horizon,https://greenbayphoenix.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20260110015033/https://greenbayphoenix.com/sports/womens-soccer/roster,27,todo,
Greensboro,mens-soccer,NCAA D3,ODAC,https://greensborocollegesports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://greensborocollegesports.com/sports/mens-soccer/roster/2025,27,todo,
Greensboro College,womens-soccer,NCAA D3,USA South Athletic Conference,https://greensborocollegesports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://greensborocollegesports.com/sports/womens-soccer/roster/2025,26,todo,
Greenville University,womens-soccer,NCAA D3,St. Louis Intercollegiate Athletic Conference,https://greenvillepanthers.com/sports/womens-soccer/roster/2024,year-swap (direct),https://greenvillepanthers.com/sports/womens-soccer/roster/2025,23,todo,
Grinnell,mens-soccer,NCAA D3,MWC-D3,https://pioneers.grinnell.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://pioneers.grinnell.edu/sports/mens-soccer/roster/2025,25,todo,
Grinnell College,womens-soccer,NCAA D3,Midwest Conference,https://pioneers.grinnell.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://pioneers.grinnell.edu/sports/womens-soccer/roster/2025,25,todo,
Grove City,mens-soccer,NCAA D3,PAC,https://athletics.gcc.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://athletics.gcc.edu/sports/mens-soccer/roster/2025,35,todo,
Grove City College,womens-soccer,NCAA D3,Presidents' Athletic Conference,https://athletics.gcc.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.gcc.edu/sports/womens-soccer/roster/2025,29,todo,
Guilford,mens-soccer,NCAA D3,ODAC,https://guilfordquakers.com/sports/mens-soccer/roster/2024,year-swap (direct),https://guilfordquakers.com/sports/mens-soccer/roster/2025,30,todo,
Guilford College,womens-soccer,NCAA D3,Old Dominion Athletic Conference,https://guilfordquakers.com/sports/womens-soccer/roster/2024,year-swap (direct),https://guilfordquakers.com/sports/womens-soccer/roster/2025,20,todo,
Gustavus Adolphus,mens-soccer,NCAA D3,MIAC,https://gogusties.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gogusties.com/sports/mens-soccer/roster/2025,35,todo,
Gustavus Adolphus College,womens-soccer,NCAA D3,Minnesota Intercollegiate Athletic Conference,https://gogusties.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gogusties.com/sports/womens-soccer/roster/2025,33,todo,
Gwynedd Mercy,mens-soccer,NCAA D3,CSAC,https://gwyneddathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gwyneddathletics.com/sports/mens-soccer/roster/2025,34,todo,
Gwynedd Mercy University,womens-soccer,NCAA D3,Atlantic East Conference,https://gwyneddathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gwyneddathletics.com/sports/womens-soccer/roster/2025,27,todo,
Hamilton,mens-soccer,NCAA D3,Liberty League,https://athletics.hamilton.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://athletics.hamilton.edu/sports/mens-soccer/roster/2025,35,todo,
Hamilton College,womens-soccer,NCAA D3,New England Small College Athletic Conference,https://athletics.hamilton.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.hamilton.edu/sports/womens-soccer/roster/2025,28,todo,
Hamline,mens-soccer,NCAA D3,MIAC,https://hamlineathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://hamlineathletics.com/sports/mens-soccer/roster/2025,32,todo,
Hamline University,womens-soccer,NCAA D3,Minnesota Intercollegiate Athletic Conference,https://hamlineathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://hamlineathletics.com/sports/womens-soccer/roster/2025,39,todo,
Hampden-Sydney,mens-soccer,NCAA D3,ODAC,https://hscathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://hscathletics.com/sports/mens-soccer/roster/2025,32,todo,
Hampton,womens-soccer,NCAA D1,CAA,https://hamptonpirates.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://hamptonpirates.com/sports/womens-soccer/roster,25,todo,
Hanover,mens-soccer,NCAA D3,HCAC,https://athletics.hanover.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://athletics.hanover.edu/sports/mens-soccer/roster/2025,43,todo,
Hanover College,womens-soccer,NCAA D3,Heartland Collegiate Athletic Conference,https://athletics.hanover.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.hanover.edu/sports/womens-soccer/roster/2025,30,todo,
Hardin-Simmons,mens-soccer,NCAA D3,ASC,https://hsuathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://hsuathletics.com/sports/mens-soccer/roster/2025,36,todo,
Hardin-Simmons University,womens-soccer,NCAA D3,American Southwest Conference,https://hsuathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://hsuathletics.com/sports/womens-soccer/roster/2025,30,todo,
Harding,mens-soccer,NCAA D2,GAC,https://hardingsports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://hardingsports.com/sports/mens-soccer/roster/2025,29,todo,
Harding,womens-soccer,NCAA D2,Great American Conference,https://hardingsports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://hardingsports.com/sports/womens-soccer/roster/2025,30,todo,
Hartwick,mens-soccer,NCAA D3,Liberty League,https://www.hartwickhawks.com/sports/mens-soccer/roster/2024,year-swap (direct),https://www.hartwickhawks.com/sports/mens-soccer/roster/2025,25,todo,
